0,69,54,71,16,2,44,101,1,60,3,15,45,201,65,4,66,7,14,8,67,9,10,12,13,50,68,
5,"910,036",English,"193,259",ontology,"1,042",,requirements for the definition of a class,"1,025,057","1,225",is classified as a,"970,178",,collection of facts,each of which is a requirement about the definition of a concept.,is a collection of facts each of which is a requirement about the definition of a concept.,,,,accepted,,2005-12-05,2005-12-05,Andries van Renssen,Andries van Renssen,"1,042",requirements for the definition of a class,
290,"910,036",English,"193,259",ontology,"5,660",,response to an occurrence,"1,025,139","5,091",can be a realization of a,"5,659",,conceptual response to an occurrence,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
207,"910,036",English,"193,259",ontology,"4,865",,revision at a date,"1,025,019","5,091",can be a realization of a,"4,931",,conceptual revision at a date,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
249,"910,036",English,"193,587",presentation,"5,055",,revision code for a term for a revised object,"1,025,076","5,091",can be a realization of a,"5,579",,conceptual revision code for a term for a revised object,"that indicates that the alias encoded information is a revision code for the base encoded information in the context of a collection of revisions of documents. Typically the revision code is a sequence character, for example: 0, A, B, C, etc.",,,,,accepted,,2007-09-20,2007-09-20,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
144,"910,036",English,"193,259",ontology,"1,899",,role in life of a physical object,"1,006,438","5,091",can be a realization of a,"5,229",,conceptual role of an individual thing,,,,,,accepted,,2002-02-28,2007-08-21,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
36,"910,036",English,"193,259",ontology,"1,300",,role of a part of a physical object,"1,006,376","5,091",can be a realization of a,"1,301",,conceptual role of a part of a physical object,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
37,"910,036",English,"193,259",ontology,"1,300",,role of a part of a physical object,"1,025,005","5,091",can be a realization of a,"1,906",,conceptual role of a part of an individual physical object,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
139,"910,036",English,"193,259",ontology,"1,787",,route through a physical object,"1,006,434","5,091",can be a realization of a,"1,411",,conceptual route through a physical object,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
106,"910,036",English,"193,259",ontology,"1,732",,scale for quantification of an individual aspect,"1,001,034","5,091",can be a realization of a,"4,757",,conceptual quantification of a characteristic on a scale,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
88,"910,036",English,"193,259",ontology,"1,504",,segregation of a physical object,"1,006,395","5,091",can be a realization of a,"1,418",,conceptual segregation of a physical object,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
276,"910,036",English,"193,259",ontology,"5,332",,sequency relation,"1,025,038","5,091",can be a realization of a,"5,335",,conceptual sequency relation,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
248,"910,036",English,"193,587",presentation,"5,054",,sheet number for a term for a sheet,"1,025,075","5,091",can be a realization of a,"5,578",,conceptual sheet number for a term for a sheet,that indicates that the alias encoded information is a sheet code for the base encoded information in the context of a collection of sheets. Typically the sheet code is a sequence number.,,,,,accepted,,2007-09-20,2007-09-20,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
439,"910,036",English,"190,758",control engineering,"730,047",,signal,"1,730,069","1,146",is a specialization of,"730,034",,wave,that is modulated or shaped such that it represent information or meaning according to a coding system. Physical objects that are not waves can have a role as signal (see: signal (role)).,is a wave that is modulated or shaped such that it represent information or meaning according to a coding system. Physical objects that are not waves can have a role as signal (see: signal (role)).,,,,accepted,,1995-12-01,1997-12-12,substance peers,Thomson,"100,537",facts about physical objects,
164,"910,036",English,"193,259",ontology,"2,844","0,1",single,"1,001,056","1,726",is a qualification of a,"790,244","1,1",plurality,of being one.,is a plurality of being one.,,,,accepted,,1996-08-07,2001-03-15,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,
171,"910,036",English,"193,259",ontology,"2,852",,single object,"1,006,301","5,091",can be a realization of a,"730,066",,class,,,,,,accepted,,2002-02-06,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
89,"910,036",English,"193,259",ontology,"1,505",,source of a route,"1,006,396","5,091",can be a realization of a,"1,419",,conceptual source of a route,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
202,"910,036",English,"193,259",ontology,"4,804",,spare relation between physical objects,"1,025,061","5,091",can be a realization of a,"5,512",,conceptual requirement for spare relation between physical objects,,,,,,accepted,,2006-09-28,2006-09-28,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
15,"910,036",English,"193,259",ontology,"1,146",,specialization of class,"1,025,058","5,091",can be a realization of a,"5,111",,conceptual requirement for a supertype of a concept,,,,,,accepted,,2005-12-05,2005-12-05,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"5,098",,start at a date,"1,025,144","5,091",can be a realization of a,"5,773",,conceptual start at a date,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
59,"910,036",English,"193,259",ontology,"1,384",,start point of period in time,"1,006,382","5,091",can be a realization of a,"1,808",,conceptual start point of period in time,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
437,"910,036",English,"191,874",physics,"730,075",,static wave,"1,730,106","1,146",is a specialization of,"730,034",,wave,which stays at the same place.,is a wave which stays at the same place.,,,synonym of vibration?,accepted,,2001-03-10,2001-03-10,Andries van Renssen,IMMS/Stanlow,"100,537",facts about physical objects,
251,"910,036",English,"193,587",presentation,"5,064",,stream number for a term for a stream,"1,025,077","5,091",can be a realization of a,"5,580",,conceptual stream number for a term for a stream,that indicates that the alias encoded information is a stream number for the base encoded information in the context of a collection of streams. Typically the stream number is a sequence number.,,,,,accepted,,2007-09-20,2007-09-20,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"4,856",,subset of set,"1,025,147","5,091",can be a realization of a,"5,800",,conceptual subcollection of a collection,,,,,,accepted,,2011-04-28,2011-04-28,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"5,524",,support to an individual thing,"1,025,120","5,091",can be a realization of a,"5,526",,conceptual support to an individual thing,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
434,"910,036",English,"191,874",physics,"730,014",,system,"1,730,079","1,146",is a specialization of,"730,044",,physical object,that is a composite of physical objects intended to enable the execution of a specified function,is a physical object that is a composite of physical objects intended to enable the execution of a specified function,,,,accepted,,1996-01-03,1999-06-23,harmonisation team,item peers,"100,537",facts about physical objects,
432,"910,036",English,"193,707",engineering,"370,655",,system component,"1,371,117","1,146",is a specialization of,"730,035",,component,being part of a system.,is a component being part of a system.,,,,accepted,,2003-02-21,2003-02-21,Andries van Renssen,Andries van Renssen,"100,541",facts about systems,
257,"910,036",English,"193,259",ontology,"5,075",,telephone address of a physical object,"1,025,094","5,091",can be a realization of a,"5,573",,conceptual telephone address of a physical object,"that indicates that electronic signals, especially sound, for the person or organization can be delivered at the place. The name of the place typically is a telephone number.",,,,,accepted,,2007-09-20,2007-09-20,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
60,"910,036",English,"193,259",ontology,"1,388",,temporal sequence of an occurrence,"1,006,383","5,091",can be a realization of a,"1,389",,conceptual temporal sequence of an occurrence,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"4,864",,termination at a date,"1,025,145","5,091",can be a realization of a,"5,774",,conceptual end at a date,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
287,"910,036",English,"193,259",ontology,"5,456",,termination of an occurrence,"1,025,033","5,091",can be a realization of a,"5,107",,conceptual terminator of an occurrence,,,,,,accepted,,2005-10-11,2005-10-11,Rob Moonen,Rob Moonen,"1,044",facts about realization relations,
260,"910,036",English,"193,259",ontology,"5,092",,the collection of Gellish classes,"1,790,862","1,224",is a particular,"2,848",,collection of classes,each of which elements is a class that belongs to the Gellish language definition.,is a collection of classes each of which elements is a class that belongs to the Gellish language definition.,,,,accepted,,2001-03-15,2003-08-19,Andries van Renssen,Andries van Renssen,"970,267",facts about information,
90,"910,036",English,"193,259",ontology,"1,508",,topologic sequence of a physical object,"1,006,397","5,091",can be a realization of a,"1,421",,conceptual topologic sequence of a physical object,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
4,"910,036",English,"193,012",information management,"1,041",,upper ontological facts,"1,025,067","1,225",is classified as a,"970,178",,collection of facts,each of which is a fact about one or more information technology items.,is a collection of facts each of which is a fact about one or more information technology items.,,,,accepted,,2005-04-21,2005-04-21,Andries van Renssen,Andries van Renssen,"970,267",facts about information,
290,"910,036",English,"193,259",ontology,"5,542",,usage of a physical object by a party,"1,025,123","5,091",can be a realization of a,"5,543",,conceptual usage of a physical object by a party,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
93,"910,036",English,"193,259",ontology,"1,510",,usage of a physical object in a connection,"1,006,399","5,091",can be a realization of a,"1,724",,conceptual usage of a physical object in a connection,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
92,"910,036",English,"193,259",ontology,"1,509",,usage of intermediate physical object for segregation,"1,006,398","5,091",can be a realization of a,"1,422",,conceptual usage of intermediate physical object for segregation,,,,,,accepted,,2002-02-28,2003-08-19,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"1,393",,version association between objects,"1,025,124","5,091",can be a realization of a,"5,548",,conceptual version association between objects,,,,,,accepted,,2011-02-08,2011-02-08,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
254,"910,036",English,"193,259",ontology,"5,072",,visit address of a physical object,"1,025,079","5,091",can be a realization of a,"5,571",,conceptual visit address of a physical object,that indicates that the person or organization can be visited at the place.,,,,,accepted,,2007-09-20,2007-09-20,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
290,"910,036",English,"193,259",ontology,"5,723",,void in an individual physical object,"1,025,149","5,091",can be a realization of a,"5,808",,conceptual void in an individual physical object,,,,,,accepted,,2011-04-28,2011-04-28,Andries van Renssen,Andries van Renssen,"1,044",facts about realization relations,
440,"910,036",English,"191,874",physics,"730,034",,wave,"1,730,083","1,146",is a specialization of,"731,005",,inanimate physical object,a moving disturbance or variation that transfers energy,is an inanimate physical object a moving disturbance or variation that transfers energy,,,,accepted,,1995-08-30,1997-12-12,substance peers,IMMS/Stanlow,"100,537",facts about physical objects,
