0,69,54,71,16,2,44,101,1,60,3,15,45,201,65,4,66,7,14,8,67,9,10,12,13,50,68,19,18,62,63,64,
4416,"910,036",English,"193,259",ontology,"5,318",,definition of a table by relation types,"1,008,937","1,146",is a specialization of,"4,748",,relation between collections,in which the list of defining column elements defines the columns of the table.,is a relation between collections in which the list of defining column elements defines the columns of the table.,,,,accepted,,2004-12-09,2004-12-09,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4417,"910,036",English,"193,259",ontology,"5,318","1,1",definition of a table by relation types,"1,008,938","4,731",requires a role-1 as a,"5,319","1,1",defined table by relation types,,,,,,accepted,,2004-12-09,2004-12-09,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4418,"910,036",English,"193,259",ontology,"5,318","1,1",definition of a table by relation types,"1,008,939","4,733",requires a role-2 as a,"5,320","1,1",defining list of relation types,,,,,,accepted,,2004-12-09,2004-12-09,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4419,"910,036",English,"492,015",Gellish English,"5,318",,is defined by the relation types in list,"1,008,940","1,981",is a synonym of,"5,318",,definition of a table by relation types,,,,,,accepted,,2004-12-09,2004-12-09,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4420,"910,036",English,"492,015",Gellish English,"5,318",,is the list that defines the relation types of,"1,008,941","1,986",is an inverse of,"5,318",,definition of a table by relation types,,,,,,accepted,,2004-12-09,2004-12-09,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4423,"910,036",English,"193,259",ontology,"5,319",,defined table by relation types,"1,008,944","1,146",is a specialization of,"4,729",,relator,by being defined partially with respect to the types of relations between the items and the qualitative aspects.,is a relator by being defined partially with respect to the types of relations between the items and the qualitative aspects.,,,,accepted,,2004-12-09,2004-12-09,Andries van Renssen,Andries van Renssen,"1,049",facts about concepts,,,,,,
4424,"910,036",English,"193,259",ontology,"5,320",,defining list of relation types,"1,008,945","1,146",is a specialization of,"4,824",,related,referring to the list of relation types that defines relations between the items and the qualitative aspects.,is a related referring to the list of relation types that defines relations between the items and the qualitative aspects.,,,,accepted,,2004-12-09,2004-12-09,Andries van Renssen,Andries van Renssen,"1,049",facts about concepts,,,,,,
4425,"910,036",English,"193,259",ontology,"5,321",,list of kinds of intrinsic aspects,"1,008,936","1,146",is a specialization of,"5,302",,list,"of which each element is a kind of intrinsic aspect (or role of aspect) in a particular sequence. Typically a sequence of roles of aspects that define the role of qualitative aspects in a list, whereas the roles are in a corresponding sequence as the qualiative aspects.","is a list of which each element is a kind of intrinsic aspect (or role of aspect) in a particular sequence. Typically a sequence of roles of aspects that define the role of qualitative aspects in a list, whereas the roles are in a corresponding sequence as the qualiative aspects.",,,,accepted,,2004-12-09,2011-10-12,Andries van Renssen,Andries van Renssen,"1,049",facts about concepts,,,,,,
4426,"910,036",English,"193,259",ontology,"5,327",,collected individual thing,"1,008,957","1,146",is a specialization of,"2,856",,collected,individual thing.,is a collected individual thing.,,,,accepted,,2004-12-14,2004-12-14,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4427,"910,036",English,"193,259",ontology,"5,328",,collection of occurrences,"1,008,970","1,146",is a specialization of,"1,330",,plural individual thing,"that is a collection of dynamic relations or interactions that makes changes to the universe. Occurrences may also be specific or typical, singular or plural.","is a plural individual thing that is a collection of dynamic relations or interactions that makes changes to the universe. Occurrences may also be specific or typical, singular or plural.",,,,accepted,,2005-01-06,2005-01-06,Andries van Renssen,Andries van Renssen,"1,049",facts about concepts,,,N,,,
4428,"910,036",English,"193,587",presentation,"5,329","1,1",binary encoded object,"1,002,106","4,714",can have a role as a,"4,528","0,1",binary representator,,,,,,accepted,,1999-09-03,2005-01-06,Andries van Renssen,Epistle modelling team,"1,045",facts about conceptual relations,,,,,,
4429,"910,036",English,"193,587",presentation,"5,329",,binary encoded object,"1,008,971","1,146",is a specialization of,"730,044",,physical object,that has aspects that has a role as encoded information whereas the encoding conforms with the American Standard Code for Information Interchange (ASCII).,is a physical object that has aspects that has a role as encoded information whereas the encoding conforms with the American Standard Code for Information Interchange (ASCII).,,,,accepted,,2005-01-06,2005-01-06,Andries van Renssen,Andries van Renssen,"1,049",facts about concepts,,,N,,,
4430,"910,036",English,"193,587",presentation,"5,330","1,1",ASCII encoded binary object,"1,008,972","1,146",is a specialization of,"5,329",,binary encoded object,that is intended to comply with the ASCII encoding standard.,is a binary encoded object that is intended to comply with the ASCII encoding standard.,,,,accepted,,2005-01-06,2010-04-14,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4431,"910,036",English,"193,587",presentation,"5,330","1,1",ASCII encoded binary object,"1,008,973","4,714",can have a role as a,"4,527","0,1",binary representator of text,,,,,,accepted,,2005-01-06,2005-01-06,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4432,"910,036",English,"193,259",ontology,"5,331",,arrangement relation between a first element and its collection,"1,008,978","1,146",is a specialization of,"2,846",,collection relation,that indicates that an element is the first element in an plurality in which the elements are arranged in a sequence.,is a collection relation that indicates that an element is the first element in an plurality in which the elements are arranged in a sequence.,,,,accepted,,2004-12-14,2010-04-09,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,N,Y,,
4433,"910,036",English,"492,015",Gellish English,"5,331",,is the first element in,"1,008,979","1,981",is a synonym of,"5,331",,arrangement relation between a first element and its collection,,,,,,accepted,,2004-11-08,2004-11-08,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4434,"910,036",English,"492,015",Gellish English,"5,331",,is a list with as first element,"1,008,980","1,986",is an inverse of,"5,331",,arrangement relation between a first element and its collection,,,,,,accepted,,2004-11-08,2004-11-08,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4437,"910,036",English,"193,259",ontology,"5,332",,sequency relation,"1,008,983","1,146",is a specialization of,"4,658",,binary relation between individual things,"that indicates that the succeeding element has an adjacent position in a series after the preceding element. The adjacency can be in any dimension, such as in time, in location or in logical arrangement. This implies that the succeeding element shall be element of the same series as the preceding element.","is a binary relation between individual things that indicates that the succeeding element has an adjacent position in a series after the preceding element. The adjacency can be in any dimension, such as in time, in location or in logical arrangement. This implies that the succeeding element shall be element of the same series as the preceding element.",,,,accepted,,2004-12-14,2005-05-20,Andries van Renssen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,N,Y,,
4438,"910,036",English,"193,259",ontology,"5,332","1,1",sequency relation,"1,008,984","4,731",requires a role-1 as a,"5,333","1,1",succeeding element,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,,,,
4439,"910,036",English,"193,259",ontology,"5,332","1,1",sequency relation,"1,008,985","4,733",requires a role-2 as a,"5,334","1,1",preceding element,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,047",facts about conceptual relations between individual things,,,,,,
4440,"910,036",English,"492,015",Gellish English,"5,332",,is the next element after,"1,008,986","1,981",is a synonym of,"5,332",,sequency relation,,,,,,accepted,,2004-11-08,2004-11-08,Andries van Renssen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,,,,
4441,"910,036",English,"492,015",Gellish English,"5,332",,is the previous element before,"1,008,987","1,986",is an inverse of,"5,332",,sequency relation,,,,,,accepted,,2004-11-08,2004-11-08,Andries van Renssen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,,,,
4444,"910,036",English,"492,015",Gellish English,"5,332",,is followed by the next element,"1,026,677","1,986",is an inverse of,"5,332",,sequency relation,,,,,,accepted,,2010-02-12,2010-02-12,Andries van Renssen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,,,,
4445,"910,036",English,"193,259",ontology,"5,333",,succeeding element,"1,008,990","1,146",is a specialization of,"4,729",,relator,that specifies the element that is directly adjacent after the preceded element.,is a relator that specifies the element that is directly adjacent after the preceded element.,,,,accepted,,1999-03-11,2005-05-20,Andries van Renssen,ISO 10303-221 modelling team,"1,049",facts about concepts,,,N,,,
4446,"910,036",English,"193,259",ontology,"5,334",,preceding element,"1,008,991","1,146",is a specialization of,"4,824",,related,that specifies the element that is directly adjacent before the succeeding element.,is a related that specifies the element that is directly adjacent before the succeeding element.,,,,accepted,,1999-03-11,2005-05-20,Andries van Renssen,ISO 10303-221 modelling team,"1,049",facts about concepts,,,N,,,
4447,"910,036",English,"193,259",ontology,"5,335",,conceptual sequency relation,"1,008,992","1,146",is a specialization of,"1,231",,conceptual binary relation,that indicates that a succeeding element of a kind can be adjacent to a preceding element of a kind. It implies that in such a case the succeeding element will be element of the same list as the preceding element.,is a conceptual binary relation that indicates that a succeeding element of a kind can be adjacent to a preceding element of a kind. It implies that in such a case the succeeding element will be element of the same list as the preceding element.,,,,accepted,,2004-12-14,2004-12-14,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,Y,Y,Y,
4448,"910,036",English,"193,259",ontology,"5,335","1,1",conceptual sequency relation,"1,008,993","4,731",requires a role-1 as a,"5,336","1,1",conceptual succeeding element,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
4449,"910,036",English,"193,259",ontology,"5,335","1,1",conceptual sequency relation,"1,008,994","4,733",requires a role-2 as a,"5,337","1,1",conceptual preceding element,,,,,,accepted,,1999-03-11,1999-04-12,ISO 10303-221 modelling team,ISO 10303-221 modelling team,"1,045",facts about conceptual relations,,,,,,
4450,"910,036",English,"492,015",Gellish English,"5,335",,can be a next element after a,"1,008,995","1,981",is a synonym of,"5,335",,conceptual sequency relation,,,,,,accepted,,2004-11-08,2004-11-08,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4451,"910,036",English,"492,015",Gellish English,"5,335",,can be a previous element before a,"1,008,996","1,986",is an inverse of,"5,335",,conceptual sequency relation,,,,,,accepted,,2004-11-08,2004-11-08,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4454,"910,036",English,"193,259",ontology,"5,336",,conceptual succeeding element,"1,008,999","1,146",is a specialization of,"5,002",,conceptual relator,that specifies the kind that members can be directly adjacent after the members of the conceptually preceded kind.,is a conceptual relator that specifies the kind that members can be directly adjacent after the members of the conceptually preceded kind.,,,,accepted,,1999-03-11,2004-05-18,Andries van Renssen,ISO 10303-221 modelling team,"1,049",facts about concepts,,,N,,,
4455,"910,036",English,"193,259",ontology,"5,337",,conceptual preceding element,"1,009,000","1,146",is a specialization of,"4,706",,conceptually related,that specifies the kind that members can be directly adjacent before the members of the conceptually succeeding kind.,is a conceptually related that specifies the kind that members can be directly adjacent before the members of the conceptually succeeding kind.,,,,accepted,,1999-03-11,2004-05-18,Andries van Renssen,ISO 10303-221 modelling team,"1,049",facts about concepts,,,N,,,
4456,"910,036",English,"193,259",ontology,"5,338",,arrangement relation between a last and a one but last element in a collection,"1,009,001","1,146",is a specialization of,"5,332",,sequency relation,that indicates that an element is the last element in a sequence that is adjacent to the one but last element and is also the last element in the list of elements.,is a sequency relation that indicates that an element is the last element in a sequence that is adjacent to the one but last element and is also the last element in the list of elements.,,,,accepted,,2004-12-14,2010-04-09,Andries van Renssen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,N,Y,,
4457,"910,036",English,"492,015",Gellish English,"5,338",,is the last element after,"1,009,002","1,981",is a synonym of,"5,338",,arrangement relation between a last and a one but last element in a collection,,,,,,accepted,,2004-11-08,2004-11-08,Andries van Renssen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,,,,
4458,"910,036",English,"492,015",Gellish English,"5,338",,is the one but last element before,"1,009,003","1,986",is an inverse of,"5,338",,arrangement relation between a last and a one but last element in a collection,,,,,,accepted,,2004-11-08,2004-11-08,Andries van Renssen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,,,,
4461,"910,036",English,"492,015",Gellish English,"5,338",,is followed by the last element,"1,026,678","1,986",is an inverse of,"5,338",,arrangement relation between a last and a one but last element in a collection,,,,,,accepted,,2010-02-12,2010-02-12,Andries van Renssen,Andries van Renssen,"1,047",facts about conceptual relations between individual things,,,,,,
4462,"910,036",English,"193,259",ontology,"5,339",,conceptual occurrence at a date,"1,009,022","1,146",is a specialization of,"4,927",,conceptual occurrence within period,that indicates that a member of the occurred occurrence can take place within an occurrence date.,is a conceptual occurrence within period that indicates that a member of the occurred occurrence can take place within an occurrence date.,,,,accepted,,2005-03-30,2005-03-30,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,Y,Y,,
4463,"910,036",English,"193,259",ontology,"5,339","1,1",conceptual occurrence at a date,"1,009,023","4,731",requires a role-1 as a,"4,930","1,1",conceptually occurred,,,,,,accepted,,2005-03-30,2005-03-30,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4464,"910,036",English,"193,259",ontology,"5,339","0,1",conceptual occurrence at a date,"1,009,024","4,733",requires a role-2 as a,"5,694","1,1",conceptual occurrence date,,,,,,accepted,,2005-03-30,2009-07-29,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4465,"910,036",English,"492,015",Gellish English,"5,339",,can occur at a,"1,009,025","1,981",is a synonym of,"5,339",,conceptual occurrence at a date,,,,,,accepted,,2005-03-30,2005-03-30,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4466,"910,036",English,"492,015",Gellish English,"5,339",,can be an occurrence date of a,"1,009,026","1,986",is an inverse of,"5,339",,conceptual occurrence at a date,,,,,,accepted,,2005-03-30,2005-03-30,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4469,"910,036",English,"193,259",ontology,"5,343",,by definition being a role of an individual thing,"1,009,041","1,146",is a specialization of,"4,714",,conceptual playing of a role by an individual thing,"that specifies that an individual thing of the specified kind is defined as a role of a thing of the other specified kind. For example a pipe diameter is by definition a role of a diameter. Note that a pipe diameter is also a subtype of intrinsic aspect (being a subtype of role) and it is by definition possessed by a pipe. Another example is: a driven end bearing is by definition a role of a bearing, being located at the driven end of a shaft. Note that driven end bearing is also a subtype of located physical object, being a subtype of role.","is a conceptual playing of a role by an individual thing that specifies that an individual thing of the specified kind is defined as a role of a thing of the other specified kind. For example a pipe diameter is by definition a role of a diameter. Note that a pipe diameter is also a subtype of intrinsic aspect (being a subtype of role) and it is by definition possessed by a pipe. Another example is: a driven end bearing is by definition a role of a bearing, being located at the driven end of a shaft. Note that driven end bearing is also a subtype of located physical object, being a subtype of role.",,,,accepted,,2005-04-20,2005-04-20,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,Y,Y,,
4470,"910,036",English,"492,015",Gellish English,"5,343",,is by definition a role of a,"1,009,042","1,986",is an inverse of,"5,343",,by definition being a role of an individual thing,,,,,,accepted,,2005-04-20,2011-10-12,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4471,"910,036",English,"492,015",Gellish English,"5,343",,can by definition have a role as a,"1,009,043","1,981",is a synonym of,"5,343",,by definition being a role of an individual thing,,,,,,accepted,,2005-04-20,2011-10-12,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4474,"910,036",English,"193,259",ontology,"5,344",,conceptual requirement for an intrinsic aspect of a role player,"1,009,050","1,146",is a specialization of,"5,282",,conceptual requirement for a possession of an intrinsic aspect,"that is a relation between subtypes of role that indicates that a subtype of role which members are played by individual objects shall have an intrinsic aspect that is specific for the kind of role. For example, a relation between outlet flange and diameter of an outlet flange, where the latter is a role of a diameter, whereas outlet flange is a role of a flange.","is a conceptual requirement for a possession of an intrinsic aspect that is a relation between subtypes of role that indicates that a subtype of role which members are played by individual objects shall have an intrinsic aspect that is specific for the kind of role. For example, a relation between outlet flange and diameter of an outlet flange, where the latter is a role of a diameter, whereas outlet flange is a role of a flange.",,,,accepted,,2005-04-26,2011-10-12,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,Y,Y,,
4475,"910,036",English,"492,015",Gellish English,"5,344",,shall have a player with as intrinsic aspect a,"1,009,051","1,986",is an inverse of,"5,344",,conceptual requirement for an intrinsic aspect of a role player,,,,,,accepted,,2005-04-26,2011-10-12,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4476,"910,036",English,"492,015",Gellish English,"5,344",,shall be an intrinsic aspect of a player of a,"1,009,052","1,981",is a synonym of,"5,344",,conceptual requirement for an intrinsic aspect of a role player,,,,,,accepted,,2005-04-26,2011-10-12,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4479,"910,036",English,"910,983",geometry,"5,345",,space,"1,009,055","1,146",is a specialization of,"1,355",,spatial aspect,"that is extended in zero, one, two or three orthogonal directions.","is a spatial aspect that is extended in zero, one, two or three orthogonal directions.",,,,accepted,,2005-04-27,2005-04-27,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4480,"910,036",English,"193,259",ontology,"5,346",,conceptual requirement for a role of a subtype of a part of a physical object,"1,009,056","1,146",is a specialization of,"5,247",,conceptual aspect of a part of a physical object,"that indicates that a specialization of subtype shall be a role of a part of a subtype of physical object. For example, it can be specified that bearing type, which is a specialization of subtype, shall be a role of a part of a pump, which is a subtype of physical object.","is a conceptual aspect of a part of a physical object that indicates that a specialization of subtype shall be a role of a part of a subtype of physical object. For example, it can be specified that bearing type, which is a specialization of subtype, shall be a role of a part of a pump, which is a subtype of physical object.",,,,accepted,,2005-04-28,2005-04-28,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,Y,Y,,
4481,"910,036",English,"492,015",Gellish English,"5,346",,shall have a part of a type with as role a,"1,009,057","1,981",is a synonym of,"5,346",,conceptual requirement for a role of a subtype of a part of a physical object,,,,,,accepted,,2005-04-28,2005-04-28,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4482,"910,036",English,"492,015",Gellish English,"5,346",,shall be a role of type of a part of a,"1,009,058","1,986",is an inverse of,"5,346",,conceptual requirement for a role of a subtype of a part of a physical object,,,,,,accepted,,2005-04-28,2005-04-28,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4485,"910,036",English,"193,259",ontology,"5,347",,by definition being a role of a subtype of a kind of physical object,"1,009,061","1,146",is a specialization of,"2,069",,conceptual possession of an aspect by an individual thing,"that indicates that a specialization of subtype is defined as a role of a subtype of a subtype of physical object. For example, bearing type is a role of a subtype of bearing, in a specialization relation in which bearing has a role as supertype. Note that the subtype may be a sub-sub-type or further subtype. ","is a conceptual possession of an aspect by an individual thing that indicates that a specialization of subtype is defined as a role of a subtype of a subtype of physical object. For example, bearing type is a role of a subtype of bearing, in a specialization relation in which bearing has a role as supertype. Note that the subtype may be a sub-sub-type or further subtype. ",,,,accepted,,2005-04-28,2010-04-09,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,Y,Y,,
4486,"910,036",English,"492,015",Gellish English,"5,347",,has by definition a subtype with as role a,"1,009,062","1,981",is a synonym of,"5,347",,by definition being a role of a subtype of a kind of physical object,,,,,,accepted,,2005-04-28,2010-04-09,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4487,"910,036",English,"492,015",Gellish English,"5,347",,denotes a subtype of,"1,009,063","1,986",is an inverse of,"5,347",,by definition being a role of a subtype of a kind of physical object,,,,,,accepted,,2005-04-28,2005-08-11,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4490,"910,036",English,"492,015",Gellish English alternative,"5,347",,expresses a requirement for a subtype of,"1,009,389","1,981",is a synonym of,"5,347",,by definition being a role of a subtype of a kind of physical object,,,,,,accepted,,2005-07-29,2005-07-29,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4491,"910,036",English,"193,259",ontology,"5,348",,collective involvement in a correlation,"1,009,066","1,146",is a specialization of,"5,322",,relation between a single thing and a plurality,that indicates that a correlation correlates the parameters in the parameter list.,is a relation between a single thing and a plurality that indicates that a correlation correlates the parameters in the parameter list.,,,,accepted,,2005-05-03,2005-05-03,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,Y,Y,,
4492,"910,036",English,"492,015",Gellish English,"5,348",,has as parameter list,"1,009,067","1,981",is a synonym of,"5,348",,collective involvement in a correlation,,,,,,accepted,,2005-05-03,2005-05-03,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,N,,,
4493,"910,036",English,"492,015",Gellish English,"5,348",,is the parameter list of,"1,009,068","1,986",is an inverse of,"5,348",,collective involvement in a correlation,,,,,,accepted,,2005-05-03,2005-05-03,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,N,,,
4496,"910,036",English,"193,259",ontology,"5,349",,by definition collectively being involved in a correlation,"1,009,071","1,146",is a specialization of,"4,740",,conceptual involvement in a correlation,"that indicates that members of the kind of correlation by definition correlate members of the kind of parameters in the list to each other. For example, the law of Newton correlates by definition aspects of the kinds force, mass and accelleration of objects to each other.","is a conceptual involvement in a correlation that indicates that members of the kind of correlation by definition correlate members of the kind of parameters in the list to each other. For example, the law of Newton correlates by definition aspects of the kinds force, mass and accelleration of objects to each other.",,,,accepted,,2005-05-03,2010-03-02,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,N,,,
4497,"910,036",English,"492,015",Gellish English,"5,349",,has by definition as parameter list a,"1,009,072","1,981",is a synonym of,"5,349",,by definition collectively being involved in a correlation,,,,,,accepted,,2005-05-03,2010-03-02,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,N,,,
4498,"910,036",English,"492,015",Gellish English,"5,349",,is by definition a possible parameter list of a,"1,009,073","1,986",is an inverse of,"5,349",,by definition collectively being involved in a correlation,,,,,,accepted,,2005-05-03,2010-03-02,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,N,,,
4501,"910,036",English,"193,587",presentation,"5,350",,title for a term for an object,"1,009,076","1,146",is a specialization of,"5,352",,identifier for a term for an object,that indicates that the text string is a title for the document or part of document that is referenced via the alias encoded information.,is an identifier for a term for an object that indicates that the text string is a title for the document or part of document that is referenced via the alias encoded information.,,,,accepted,,2005-05-04,2008-11-11,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,N,N,Y,
4502,"910,036",English,"492,015",Gellish English,"5,350",,is a title of,"1,009,077","1,981",is a synonym of,"5,350",,title for a term for an object,,,,,,accepted,,2005-05-04,2005-05-04,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4503,"910,036",English,"492,015",Gellish English,"5,350",,has as title,"1,009,078","1,986",is an inverse of,"5,350",,title for a term for an object,,,,,,accepted,,2005-05-04,2005-05-04,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4506,"910,036",English,"193,012",information management,"5,350",,title for a term for an object,"1,026,186","4,731",requires a role-1 as a,"492,082",,title of document,,,,,,accepted,,2007-10-17,2007-10-17,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4507,"910,036",English,"193,587",presentation,"5,351",,subtitle for a term for an object,"1,009,877","1,146",is a specialization of,"5,352",,identifier for a term for an object,that indicates that the text string is a subtitle for the document or part of document that is referenced via the alias encoded information.,is an identifier for a term for an object that indicates that the text string is a subtitle for the document or part of document that is referenced via the alias encoded information.,,,,accepted,,2005-05-04,2008-11-11,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,N,N,Y,
4508,"910,036",English,"492,015",Gellish English,"5,351",,is a subtitle of,"1,009,878","1,981",is a synonym of,"5,351",,subtitle for a term for an object,,,,,,accepted,,2005-05-04,2005-05-04,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4509,"910,036",English,"492,015",Gellish English,"5,351",,has as subtitle,"1,009,879","1,986",is an inverse of,"5,351",,subtitle for a term for an object,,,,,,accepted,,2005-05-04,2005-05-04,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4512,"910,036",English,"193,587",presentation,"5,351",,subtitle for a term for an object,"1,026,202","4,731",requires a role-1 as a,"5,617",,subtitle,,,,,,accepted,,2007-10-17,2007-10-17,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4513,"910,036",English,"193,259",ontology,"5,352",,identifier for a term for an object,"1,009,081","1,146",is a specialization of,"1,980",,alias for a term for an object,that indicates that the alias term is an identifier for the thing that is also denoted by the base encoded information.,is an alias for a term for an object that indicates that the alias term is an identifier for the thing that is also denoted by the base encoded information.,,,,accepted,,2005-05-04,2005-05-04,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,N,N,Y,
4514,"910,036",English,"492,015",Gellish English,"5,352",,is an identifier of,"1,009,082","1,981",is a synonym of,"5,352",,identifier for a term for an object,,,,,,accepted,,2005-05-04,2005-05-04,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4515,"910,036",English,"492,015",Gellish English,"5,352",,has as identifier,"1,009,083","1,986",is an inverse of,"5,352",,identifier for a term for an object,,,,,,accepted,,2005-05-04,2005-05-04,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4518,"910,036",English,"193,259",ontology,"5,352",,identifier for a term for an object,"1,026,189","4,731",requires a role-1 as a,"970,047",,identifier,,,,,,accepted,,2007-10-17,2007-10-17,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4519,"910,036",English,"193,259",ontology,"5,353",,list of aspects,"1,009,086","1,146",is a specialization of,"5,302",,list,of individual things of which each element is an aspect.,is a list of individual things of which each element is an aspect.,,,,accepted,,2005-05-18,2005-05-18,Andries van Renssen,Andries van Renssen,"1,049",facts about concepts,,,,,,
4520,"910,036",English,"191,874",physics,"5,354",,usage,"1,009,087","1,146",is a specialization of,"160,170",,role,of being applied for a particular purpose either stand alone or in an assembly at a particular location.,is a role of being applied for a particular purpose either stand alone or in an assembly at a particular location.,,,,accepted,,2005-05-23,2005-05-23,Andries van Renssen,Andries van Renssen,"553,310",facts about roles,,,,,,
4521,"910,036",English,"193,259",ontology,"5,355",,conceptual observation of an aspect in role,"1,009,088","1,146",is a specialization of,"5,061",,conceptual observation of an aspect by an individual thing,"that indicates that a member of the possessor class can possess an aspect in a role of a kind that is specific for the possessor. Therefor, that kind of role is by definition possessed by such a possessor.","is a conceptual observation of an aspect by an individual thing that indicates that a member of the possessor class can possess an aspect in a role of a kind that is specific for the possessor. Therefor, that kind of role is by definition possessed by such a possessor.",,,,accepted,,2005-05-23,2010-10-15,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,Y,Y,,
4522,"910,036",English,"492,015",Gellish English alternative,"5,355",,can observe as aspect in role a,"1,009,089","1,981",is a synonym of,"5,355",,conceptual observation of an aspect in role,,,,,,accepted,,2005-05-23,2010-10-15,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4523,"910,036",English,"492,015",Gellish English alternative,"5,355",,is by definition a role of an aspect observed by a,"1,009,090","1,986",is an inverse of,"5,355",,conceptual observation of an aspect in role,,,,,,accepted,,2005-05-23,2010-10-15,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
4526,"910,036",English,"492,015",Gellish English,"5,355",,can observe as intrinsic aspect a,"1,009,093","1,981",is a synonym of,"5,355",,conceptual observation of an aspect in role,,,,,,accepted,,2005-05-23,2011-10-12,Andries van Renssen,Andries van Renssen,"1,045",facts about conceptual relations,,,,,,
